sentimen,Tweet
1,ho oh wkwk kok bisa itu lho tingkahnyaaaa heran aku wkwk lumayan kan nyes ilang dikit capekmu kelar kerja haha 
1,pm setuju kamu sibuk sebab apa anwar ibrahim 
1,bersyukurlah hingga kamu lupa rasanya kekurangan tulisanirin jumatberkah 
1,aku emang suka maksa orang 
1,bebe rexha ni contoh perempuan yg chubby tapi lawa body goals tak perlu bersusah paysh diet sbb bagi aku semua perempuan n 
1,boleh ga aku mampir ke warungnya 
1,ngakak aku wkwkwkw
1,lagu insomnia nya skz itu bukan tittle track ya kok aku malah ketagihan lagu itu hehe
1,aku kagum pada thor anak tuhan tapi idup serba sederhana cuma ada tukul tak yah keta hrga juta2 
1,sebenarnya aku sedar je yang aku ni tak cantik sebab tu aku letak nama yangchantik sebab nak boost confident aku kalau 
1,semarang kota di mana aku dgnnya bertemu meskipun tdk langsung bersatu tapi mampu melewati waktu hingga akhirnya bertemu 
1,idm chim kamu gkpp kan duh maafkan aku terlena sama pesonamu nyatanya mata kamu lagi sakit 
1,mutualan yuk aku ikonic jg btw rt aja ya fllbck tpi hehe ab 
1,hahahahahah aku tahu muka aku jambu 
1,entahlah kenape aku bole mention ulat bulu ni hahaahhha
1,alhamdulilah welcomeeeeeeeeeee kasus ta ku terharu aku tuuu 
1,huehuehuee mau rusakin ahh
1,bikin instastory cuma biar kamu reply terus ngobrol hehe 
1,apakah penting pandangan manusia jika allah yang kamu percaya gitteww 
1,seger bgt yus aku tongkrongin sampe makan siang hahaha
1,oke sok atuh lah lakukan kalo emang oke menurut kamu 
1,dari nyaman timbul simpatik pendengar yang membuatnya ingin jadi penyelamat hidup kamu lanjut kesentuhan yg niat 
1,kemarin ada ngirim thread aku ke aeribase terima kasih untuk sendernya karena aku jd tahu pemikiran orang orang m 
1,okay yg ni aku nak gelak hahahahahaahhaa
1,sebab aku yakin pada apa apa yang allah tetapkan dan ridhoi 
1,asal ikut aku pula haha
1,haha saja tnya kot la hampa ada mai jalan belah sini boleh aku join bosan gak tkbalik haha
1,hai kak kami memahami kendala yang kamu alami yailahkan informasikan detail kendala kamu terkaithop 
1,adoi tak shaking ke gambar hahahaha
1,duh jadi pingin seblak tanggung jawab dong gegara kamu noh jadi pingin seblak ceker es buah ayam geprek hmm
1,tapi aku yakin mereka satu sama lain tuh temen banget semuanya juga berbakat dan saling dukung
1,makasih udah bikin aku ketawa di kelas hehe
1,iya deh kamu kan mommy yang sempurna 
1,isu aku bg betik dekat satu taman hari tu smpai skunk org ingat hahahaha nasib baik fyp pakai betik kalau x smpa 
1,aku cinta sekali lipcream emina 
1,rlt ini di mall aku nemu ginian ngakak bgt 
1,yaah kirain masih kerja sama keluarga kamu sampe sekarang yawdah semoga mbaknya sehat selalu dan 
1,enjoy your friday baby 
1,bighit cerdik ya awal tahun army disuguhi run bts run bts hiatus mereka comeback comeback kelar ada worldtour lg worl 
1,sampai saat ini kamu adalah orang yang setiap hari aku ceritakan dan aku banggakan didepan teman temanku 
1,aku jugaetuju ini veronica my baby udah gitu tiap interview pun dia aslinya super g 
1,cinta itu bukan sekedar logika saling bersama tapi cinta lebih kepada menjiwai bersatunya kamu dan aku dalam indahnya semesta 
1,ini kereeen jokowilagi
1,ya ya ya dan aku tahu sekarang 
1,aku mau ikutan lagi 
1,aku kat sini mencarut carut sieyy hahahahahahahhhahaha
1,sok hebat aku cinta bahasa indonesia 
1,tak peduli apa yang telah hilang dalam hidupmu selama kamu masih mampu bersyukur pada tuhan kamu tak kehilangan apapun 
1,wkwk aku yo sok ngono btw 
1,chemotherapy gdp cycle 2 day 1 orang lain sibuk daftar sem aku sibuk daftar wad doakan yg baik baik https 
1,kalau duduk sini tempat die terhad tapi kalau duduk sane kamu kene duduk bersila hanya budak sekolah aku je faham hahahah
1,kata temen2ku pas sma ntar kamu kuliah ambil sastra indonesia aja cocok loh 
1,cepet sembuh sayaang semoga kamu selalu diberikan kekuatan dan allah angkat sakit kamu segera yaaemangat a 
1,makasih kamu cepet sembuh ya 
1,alhamdulillah hidup lgi yg penting hahaha buat masa ni tkdelah tkde rindu lgi kt shah alam tu he 
1,ya gimana ya aku juga bingung mau kasih saran nih km jatuh hati karna foto tampannya 
1,cintafarahmlda1 aku cinta farah maulida
1,aku tak faham betul lah terlalu baik 
1,aku penggemar mie burung dara enaknya nyambung terus
1,wkwkwkwk jan rupane asi teko ati eggg hmmm wkwk
1,wah pas banget aku abis bikin tiktok baru
1,aku cinta bahasa indonesia
1,kebahagiaan tidak akan habis hanya karena membaginya ketahuilah kebahagiaan bertambah ketika kamu bersedia untuk berbag 
1,mungkin kamu hanya seseorang bagi dunia tapi bagi seseorang mungkin kamu dunianya 
1,terima hal hal yang memang tidak bisa diubah dan ubah hal hal yang kamu tak suka tapi masih ada kemungkinan untuk b 
1,sama aku juga sering gitu
1,pasca debut dan semakin bergulirnya waktu bigbang juga menunjukkan banyak sekali peningkatan contohtage presence 
1,kalau gituu aku mau pc holo setnya yang wonwoo 1 yang mana ajalah buat hadiah wkwk fannya masih ada ga ka 
1,nctea aku jadi pengen punya pacar kayak jaemin sumpah dia tuh loving guy banget kalo lgi dengerin org crita senyumnya 
1,aku memahami eceh
1,alangkah baiknya jika kamu bersedia mengenal kan ku padanya nov
1,i have submitted your resume tolong ah accept kalau dapat taklah aku pisang kat sini hahahaahah
1,dan inilah yang crusah aku kate kan thankiu 
1,kak ingt msh ada aku gk ush pusing klau nanti sibuk wkwkwk
1,nak beritahu kalau orang tegur cuba kita ambil sisi positif teguran tu mungkin cara dia kasar menegur tapi atleast di 
1,yes sumpah sure hahhahahah stress aku nak membuang pon tak selesa
1,selamat siangg wahai kawanku bagaimana siang jum'at nya panas kah ah pasti kayaknyaemoga ga sepanas keti 
1,ya ya ya dan aku tahu sekarang 
1,hahahahha nasib aku adekan saport kau dulu tidak nanti hambar
1,yaa aku kan pengen dapet 
1,karna penampilan tidak menjamin rijki serta jodoh seseorang jadi bersyukurlah aku yg tetap selalu mencoba seseder 
1,aku suka bila org yg aku syg selalu cari aku letakkan aku sbg priority diauka duka susah senang dia cari aku dia tak p 
1,9 10 krn kesempurnaan hanya milik allahwt ea aku pgn bisa buat gituan biar cttnku asik gt dibacanyaaa
1,thank you cit udah percaya ama shop aku 
1,dear kaum hawa ciri bf apa yang anda suka aku tanya hawa yang jantan jangan komen hahaha
1,kamu cantik dan hatimu baik hertysev
1,ya allah ya tuhanku kau lindungilah kedua ibu bapaku disaat aku berjauhan dengan mereka 
1,bersama terbenamnya matahari senja ini panjangkanlah kesabaranku sampaikanlah aku di masa depan yang mapan
1,laa patutlah bapa aku pakai dp wasap accapan farewell 
1,nak beritahu kalau orang tegur cuba kita ambil sisi positif teguran tu mungkin cara dia kasar menegur tapi atleast di 
1,giveaway bcs belakangan ini banyak kejadian hal baik dan aku udh ngerasain gimana rasanya menang ga jadi aku mau ga kec 
1,aku harap korang akan okay
1,yaaaaaaa
1,aku aja aku
1,giveaway lagi nihhhh aku akan jadi karma buat kebaikan yang udh kalian lakuin selama ini dgn cara bagiin parfum yg lg hits 
1,bilang aamiin makasih kalo aku anti kamu lebih cantik club 
1,buat yg suka genre crime mistery thriller kudu bgt nntn drama satu ini hand the guest heran aku knp ocn jago bg 
1,aku ilham u 
1,giveaway pulsa dikarenakan hari ini aku lagi bahagia mau adain ga kecil an buat kalian 2 pemenang akan dapat puls 
1,finally uri khunnie ada solo tour ma terharu aku tuh 
1,aku nak pesan satu benda penting ni hargai orang yang masih ada kat dunia ni especially ur mom dad grandma pa siblin 
1,aku pun pikir benda yang sama
1,tsktays mutualan hayuk rt aja aku ada auto follback yaaa 
1,kalo aku pake bahasa asakusu sasayasang basangtasan wkwkwkwkwkw
1,aku meratapi hidup dengan chill 
1,anw aku sendernya ini beli di d3b3eautyhous3 shopee ya pas kmrn ada free ongkir tanpa min pembeli 
1,hahahaha maap yak dikira aq soalnya kan km ngasih aku eyeshadow palette 
1,aku ni dah la mudah terhibur ya allahhhh 
1,hai orang orang yang beriman janganlah kamu mengkhianati allah dan rasul muhammadaw 8 27 
1,haii aku michelle si cantikk imuutt pinteerr bgt o gt lt o itu gak boong lhoo p
1,mau aku ciumiiinnnn mau aku pelukinn pokoknyaaa
1,kamu punya berapa banyak topi banyak bgt non tapi yg paling fav bgt yang warna item polos terus sama yg adidas 
1,tergelak sorang sorang aku bila baca reply dorangni hahahaha 
1,baca ini jadi kembali menjejak bumi kembali sadar kalau kekuasaan allah lebih besar sekuat apapun kamu mengu 
1,apapun yang berlaku akan aku tetap teguh berdiri di sini
1,wakakakkaa lawak aku dah deal nk tgk movie ngn die next
1,salah 1 prinsip hidup aku bila aku dah berkeluarga aku sanggup utk buat apa saja demi isteri anak aku turut semua kehe 
1,siapa yg mencari mati syahid dengan sungguh sungguh maka aku memberikan kepadanya meskipun dia mati diatas tempat tidurn 
1,iya sayang makasih ya love you too 
1,mfs folowan rt ja ntar aku folow follback tpi
1,crush pun dah tunjuk true colours dia so aku pun blah
1,bila aku sedih aku selalu ingat ayat ni takpa lahh allah sayang kau sebab tu dia uji kau dengan macam macam dug 
1,wkwkwkw yaallah derp pisan tp gpp anw amiiiin thank you and goodluck 
1,iyaa aku percaya kamu udh gede hun iyaa 
1,hahahaha 
1,tidak perlu khawatir tentang apa yang akan terjadi besokelama kamu tahu cara berdoa semua akan baik baik saja 
1,aku cintaalim 45alim lovers
1,mutualan yuk aku ikonic jg btw rt aja ya fllbck tpi hehe ab 
1,hari ini aku tak akan menunda lagiemakin aku menunda semakin aku galau tanpa guna anak muda harus cepat 
1,giveaway lagi nihhhh aku akan jadi karma buat kebaikan yang udh kalian lakuin selama ini dgn cara bagiin parfum yg lg hits 
1,org yg terlebih mampu pn target rumah murah org yg x brapa mampu nak duduk pun target rumah murah yes it is part of 
1,haloo baca dm aku boleh ha makasih 
1,tu lah klau tunang aku ttbe senyap aku yg rasa bersalah hahaha 
1,bgsd aku ngakak 
1,baik dan selalu sayang sama aku dia juga punya segalanya yah tipe tipe pangeran gitu lah yang 
1,hahahaha aku malah demen yg ginian daripada yg tembak2 perang gitu 
1,lutchuuuuu kesayangan kesayangan aku 
1,ana uhibbuki fillah hatta fil jannah abadan abada aku mencintaimu hingga ke syurga selama lamanya kerana allah 
1,hidup bukan melulu tentang hal hal besar banyak sosok inspiratif yang jauh dari highlight di sisa hidupku aku ingin bertem 
1,krn kebutuhan istri ga cuma sandang pangan papan doang kalo kamu cinta sm istrimu ya kamu hrs memenuhi kebutuhan sekund 
1,bersyukurlah hingga kamu lupa rasanya kekurangan tulisanirin jumatberkah 
1,hai kak pantau terus media sosial shopee dan notifikasi akunhopee kamu untuk keseruanhopee ya kak os
1,setiap orang memang berhak menilai dirimu tanpa tau siapa dirimu tapi ingat kamu juga berhak tuk tak peduli denga 
1,iyosee bisa jadi ginting menang krna faktor tuan rumah aku liat reviewnya kento di google juga apik bgt wkwk
1,hahaha nk terbang ke sana ke mcmn nnt aku tgk kt setia alam punya 
1,aku memang belum punya mobil yang bisa teduhkanmu dari hujan tapi aku punya amer yang bisa menghangatkanmu di setiap saat
1,mutualan yuk aku ikonic jg btw rt aja ya fllbck tpi hehe ab 
1,ayo jangan patah semangat aku jadi ikutan baca2 setelah sukses instal homescapes lagi 
1,salah 1 prinsip hidup aku bila aku dah berkeluarga aku sanggup utk buat apa saja demi isteri anak aku turut semua kehe 
1,12 y o niece bang long dekat u belajar apa me islamic accounting 12 y o niece ohh kira tasbih laa ni hahahahahan 
1,yuk gabung grup goyanghopee aku bonus koin hingga 100 dengan main bersama grup 
1,bighit cerdik ya awal tahun army disuguhi run bts run bts hiatus mereka comeback comeback kelar ada worldtour lg worl 
1,aku akan list kan cafe cafe menarik yg aku dah pegi area bangi in this thread 
1,wahai manusia yang aku suka terima kasih sebab support aku serta ada ketika aku gembira dan duka kau memang anugerah 
1,aku ni memang mudah terhibur 
1,percayalah yg komen gmbr tu dia sendiri yg komen bukan aku hahahahahahahha
1,aku maw kok
1,kau menyesal tak kenal aku tak sebab semua perkenalan pasti ada hikmahnya utk kita diperbaiki atau membaiki seseorang 
1,hihihihi look at the face lepaskan aku taknak kau bau ikan bagi aku mandikan dulu namau nameow catsoftwit 
1,kak dwita kita udah kenal lama eh pada akhirnya aku tau dia nggak cuma manggil sayang ke aku dia lebih dulu p 
1,aku banget 24 ketemu mantan pasma aku minta dilamar langsung eeh lgsg pulang kampung dilamar 
1,wkwkwk bener ntar pas kenalan disekolah nama kamu siapa jeno loh kok sama kayaknya mama kita d 
1,aduh aku deg degan sekaliiii 
1,rlt mutualan yu yang gamasalah aku suka rt in ga sama twt receh rt ya dn aku ada tapi follback kalo ngga maapin ak 
1,aku ternyata tidak bodoh kawan 
1,alhamdullilah cuti 3 hari tkde homework akhirnya aku boleh study dgn aman hw pijik harini dh terbuat smlm 
1,hai orang2 beriman apabila diseru menunaikan shalat jumat maka bersegeralah kamu kepada mengingat allah dan tinggalka 
1,hahahahaha iya aku inget kok 
1,bkn tunjuk baikk aku pn byk juge melakukan dosa tp sekurang2 nye kita cube mengurangkan dosa yg ada jomjumaat 
1,done watching dilan 1990 2018 dari start movie sampai habis aku senyum sorang nasib baik tengok sengsorang kalau ram 
1,ya allah aku berlindung kepada mu dari siksa kubur dari siksa neraka jahannam dari fitnah hidup dan mati dan dari f 
1,sebenarnya aku sedar je yang aku ni tak cantik sebab tu aku letak nama yangchantik sebab nak boost confident aku kalau 
1,hahahahahahahahah babi 
1,nak aku viralkan tak hahahaha
1,dear someone i truly care and love u tp aku takkan luahkan aku takut kalau rasa hati kita tak sama aku percaya dgn ay 
1,ajak aku
1,mfs folowan rt ja ntar aku folow follback tpi
1,ab aeri followan yuu yang ga masalah aku mulfan hehe
1,karena mbk lia banyak cinta pasti kuliah advokatnya sukses love you more mbk
1,enak aja ga dong alis aku lebih bagus
1,aku juga kangen 
1,ada effort dari mula relay sampai bila bilaetia ambik berat penyayang jaga batas terima baik buruk aku 
1,aku suka orang cakap macam ni even tak rasa benda tu menyusahkan pon at least aku tahu dia appreciate pertolongan aku https 
1,wkwkwkwkw
1,hi po crushhh akin ka nalang hello pang sayra lang pu aku ih kaya pass hehehe 
1,aku dah kata aku takleh tengok drama korea hahahahahahahaha wtf sweet terok 
1,bila nak macamni hahaha 
1,cintai aku apa adanya bukannya ada apanya bego vscofilter vscosimple vsco vscoedit vscoindonesia 
1,takapalah mungkin aku tak ada rezeki dalam hal tu 
1,weh sumpah do tolong la sesiapa jumpa kad matrik aku taknak buat baru 
1,tapi aku tak rasa aku boleh macam tu so no hahahah
1,even inmydreams di ig kak tapi satu doang itu foto mereka wkwkwkwk biasanya dia edit kaistal sehun seu 
1,happy birthday base traktir aku eskrim dong 
1,ihh aku mah disini terus gak kemana2
1,bagi meme 'yuk main yuk' ke aku dong yang baik 
1,mau bubeks mau 
1,masih open yaa beb yang mau manja2an malem ini bisa dm aku yaaa bojakarta bisyar bispak bisyarlampung bispaklampung 
1,aku rasa aku power hahahahaha
1,okay attention doktor report i m free from cancer tak sia2 aku berdoa jaga makan do the healthy activity and la 
1,jangan pernah bohongin perasaanmu kalo emang km sayang dia pertahanin amp perjuangin buktikan kalo kamu pantas buat dia
1,mutualan yuk aku ikonic jg btw rt aja ya fllbck tpi hehe ab 
1,jgn pernah ngerasa ga layak ga pantes kmu berhak mendapatkan cinta dari org yg kmu inginkan dari org yg terbaik buat kmu kamu layak 
1,karena aku terlanjur jatuh cinta sama kazu uwu
1,hahaha aku pernah ada kawan berpurdaheminggu sekali je kot dia basuh baju mandi pun sehari sekali je baju dia sem 
1,aku suka kau bang
1,mini giveaway alhamdulillah aku ke terima mpk dan sc disekolah terus juga beberapa hari yang lalu aku ulang tahun jad 
1,nah ini aku setuju mba biar kapasitas otak calon pemimpin bisa teruji 
1,suka ke tak suka aku ada aku kesah positif je kau siapa 
1,apapun yang terjadi komunikasikan dengan pasangan tentang apa yang kamu rasakan jika pasangan nggak juga membantu cari 
1,okay aku dah faham situasi sebenar an old man masuk toilet perempuan sebab toilet laki kunci and the guy yg ketuk 
1,1 aku memilih islam 2 aku percaya islam 3 aku percaya sama janji allah yg udh tertulis dlm al qur'an
1,aaaaa sayang sayaaang terimakasih ucapannya hwdnya disimpan buat tahun depan yaa fb aku juga dah mati kok gabisa dibuka 
1,kanan kiri depan belakang juga kamu ganteng
1,ketika kamu mencintai seseorang beranikan dirimu tuk mengungkapkan jika tidak beranikan juga dirimu tuk melihat dia dicintai orang lain 
