Tweet,Sentimen
"##BeritaSampit
Pembelajaran Tatap Muka Kembalikan Psikologis Anak https://t.co/Co3Z8kdPoQ SAMPIT - Sekitar 10 bulan para murid belajar hanya melalui daring (online) sehingga berpengaruh pada psikologis anak. Mel... https://t.co/XpRoIlJzYt",0
"@sbmptnfess di rg ada paket ruangbelajar RBplus khusus ambis sejak kelas 11. ada live streaming, tutor online 24 jam, grup belajar juga. harga under 1jutaan pulak. bisa nyicil ssuai budget pake kode beasiswa. cek TL ku deh utk bukti anak2 yg udh dpt link beasiswa rg. dm aja psti dbls https://t.co/W9o7u5Insf",1
@ushitsukkis Pinjem stand laptop buat setup wfh mode baru,1
Sepanjang Februari bensin awet. Kerja online teroossssss.,0
smpai bila nak kelas online ni😭😭,0
Baru sadar. Ternyata kuliah online itu yang dibutuhin bukan binder tapi folio,1
"Ga ngerti orang lain pada belajar dari publik figure yang kena masalah, lah saya kuliah daring aja banyak materi kaga masuk.",0
@clemathyst Enak ga enak sih kuliah online but we can pass through this. Biar cepet kerja banyak duit wkwkw,1
"@KPK_RI Sampai detik ini gratifikasi tetap berjalan oleh pengusaha ke pejabat. Susah hilang. Kalau tidak dikasih dipersulit dan dibuat jadi lama prosesnya. Sistem integrasi dan online yg bisa meminimalis. Dan pengawasan ketat ke pejabat baik instansi pemerintah, regulator OJK, dsb",0
"Selamat sore, #KawanPajak.

Jangan lupa bahwa salah satu kewajiban #KawanPajak adalah melaporkan SPT Tahunan. Bagi #KawanPajak Karyawan yang bingung bagaimana caranya, bisa mengikuti Kelas Pajak yang akan dilaksanakan secara online via Zoom Meeting Jumat, 19 Februari 2021. https://t.co/KbwOVKavn8",1
"gue sekolah offline atau online sama aja, makan pas kelas is a must AHAHAHAHAAH
memacu adrenalin 👍",1
"@rbelladon Halo Bpk Rino, utk pembayaran transaksi mandiri debit online mohon dipastikan mandiri kartu debit sdh terdaftar layanan Verified by Visa (VbV/3D Secure). Apabila mandiri kartu debit Bpk sdh terdaftar VbV dipastikan kembali  merchantnya sudah berlogo Verified by VISA (1)",1
"aku mau crita. jd kan dri kelas 8 sblm daring gt bahu belakangku tp agak bawahan dikit tuh suka sakit, dan keterusan smpe skrg sakitnya tiap aku belajar. rasanya kyk ada yg neken gt. pdhl ak gk trlalu nunduk klo belajar. nah jd tiap sakitnya ada--",0
"Gak enak banget emang kalau WFH, ngantuk, ga ada yg diajak ngobrol. Istirahat cuma makan sama rebahan. Selesai kerja, rebahan lagi https://t.co/qoorrWvOgC",0
"SKB Tiga Menteri Liberalkan Generasihttps://www.trenopini.com/2021/02/skb-tiga-menteri-liberalkan-generasi.html?m=1
.
Di tengah kekisruhan pembelajaran daring selama pandemi, pemerintah justru mengeluarkan kebijakan yang tidak berkaitan dengan penyelesaian masalah. Alih-alih sig https://t.co/1WrIhzN96F",0
@Rchivenj Ka rchi lebih suka wfh ato engga? Kl aku si begini keadaannya selama sekolah onlen😭😭😭 https://t.co/0Cdepf6GO9,0
Perbedaan kuliah online sama offlineku terlihat jelas pas nyatet https://t.co/szRnU9IjM3,1
"x masalah nya kinek tok kan, aku dh balit sarawak.  tetibeh lect pdh akan ada kuliah face 2 face.  apo ni😭😭😭 eksen mun aku balit sinun gk alu kelas online gk",0
Setahun kuliah online alpin baru merasakan masalah ini😊😇 hebat....... https://t.co/fyghHMhkK7,1
"Semenjak WFH dan SFH, aku jadi tau persis pelajaran anakku, apa materi yg diajarkan, dan bagaimana guru2 menyampaikan. Jadi tau kenapa anak mudah bosen, sebel sama gurunya atau susah mencerna pelajaran.",0
@baebyguurl Jauhhh aku lg wfh pcnya di tangerang 😭,0
"""Oke kuliah daring berlanjut yaa""

Selang 1 minggu perkuliahan

""Untuk praktikum bisa dilakukan bersama dengan teman 1 daerah ya""

/terus gunanya daring apa, ya tau biar gak membebani beli alat dan bahan tapi kan sama ae🤯\ https://t.co/0KeyfDMBS9",0
saya. wfo dari awal pandemi ngga ada wfh samsek 😊 ditambah tahun ini ngga ada cuti bersama 😊 gila sumringah banget ni senyum gw 😊 https://t.co/B2XpUPcAMX,0
@IndiHome hallo indi home modem wifi Internet saya 2 hari ini ga nyala kacau nih wfh dan pjj di rumah berantakan semua,0
Temen gue kok cakep anjir. Gue aja jarang mandi pas kuliah daring,1
"Sesiapa yg bekerja esok selamat bekerja :)  Yg ada kelas online selamat maju jaya, belajar rajin²",1
@kejO_Online Realistis bang.. 🙏🙏 di lanjut kerja bakti terus https://t.co/OJNVP5YIX5,1
@kring_pajak Pagi kak. Bagiamana cara membuat EFIN tanpa ke kantor KPP. Apakah bisa via online?,1
@tterangbgt Ku mah wfh wkwk,1
@SatyaJogja_ Semoga menang buat kelas daring anak . Yuk rameikan @Ama_afizh,1
Dikabarin besok wfh. Malam ini begadaaang!!!,1
"Untuk seorang public relation, WFH adalah semu",1
@tartargilaa Maaf bukan ketua kelas tp aku paham gimana kacaunya organisasi kelas saat daring begini..:(,0
"Perbedaan isi kelas di hari pertama -dips!
offline: seminggu awal kelas sepi belum pada balik semarang, minggu selanjutnya rame.
online: seminggu pertama full, selanjutnya pada ilang orang2nya",1
"@schfess Kalau aku dulu engga sih bawa santai, tp pasti kalian yg skrg kelas 9 banyak yg agak stress ya karna pembelajaran lewat online gini sabar yaa semangaat gpp susah2 dulu skrg, ntar pas naik kelas 10 dah bisa nyantai/nafas dikit",0
@mixstis Iyaa kasian maba yg 2020 dri awal kuliah sampek wisuda daring,0
@131in nah itu .... kalo ujian masih pake daring kn masih lumayan bisa buka buku. nah kalo ujian langsung di kelas sedang kita g paham sama bahasan dari awal kenaikan kelas kemarin .... ulangan bisa jeblok semua,0
"akhirnya gue kelar nyuci sepatu, niatan dari malam bangun jam 7 but in fact gue bangun jam 9, trus niatan lagi buat nyuci sepatunya jam 10 in fact gue start nyuci jam 11, kenapa sejak kuliah online yang almost 1 tahun ini gue mager ngapa2in",0
Orang tua ku adalah saksi dimana anaknya dikamar tiada henti2nya bekerja selama WFH bahkan abis WFO plg2 smle rmh bukan istirahat tp lnjut kerja lg bknnya nganggur -.- tp org yg ngasih kerjaan malah ngiranya saia nganggur 🙃 pdhl dia yg ngasih banyak kerjaan hmm,0
"mau nangis gue daring di smp 2 minggu lagi abis itu ujian madrasah, abis itu selesai😭, blm pernah foto sm anak2 kelas yg skrng😭😭",0
"@banjarbase Sudah, tapi kuliah online jua",1
@Anakkentangggg Kuliah online,1
"Agak menyesal pindah kamar deket kamar kk, dia wfh masuk subuh, pagi2 dah berisik nyetel lagu asdfhhjlkl",0
"@subtanyarl one step at a time. aku juga rasanya berat mikir langkah selanjutnya setelah kuliah, tapi jalanin ajaa dulu yg ada di depan satu2. terus juga kkn online isn't that bad, asal tetep kerja dengan aktif di grup chat, ikut diskusi lewat meet, dll",1
"Tukimin ! Usulin dong ke Pemerintah supaya menggalakan program ""mbeneh"" ga usah wukuf-wakaflah, itu kan budaya Arab

Banyak yang Belum Sadar Potensi Dana Umat Sangat Besar | Republika Online Mobile https://t.co/UlWFinlmBn https://t.co/1jKOL4g3tv",1
@hrdbacot Sabar karena wfh tidak seproduktif wfo. Please cepatlah kelar pandemi. Saya kangen kerja produktif. 😶,0
"Ya kok pas, wfh pas badan tepar. Tapi slot gawean banyak yg harus dikerjain di kantor. Otak hawanya nyuruh SO mulu",0
"Komentar roommate w ngeliat w
Pas wfh: enakeeeee iso tura turu
Pas wfo: yaAllah mbengineeee balekmu",1
"Rutinitas tiap pagi : 
Buka twitter ngejbjb, buka line,buka whatsapp cek notif grup, masuk kelas daring terus nyambi makan deh.",1
beneran kangen kuliah online😭,0
@pritanaya @glrhn Kerja keraslah hingga akun instagram istrimu tidak menjadi akun online shop 😂🤣,1
WFH - TINGKATKAN OMZET HINGGA 10X LIPAT DENGAN INTERNET! RAHASIA DIGITAL MARKETING | DENNY SANTOSO https://t.co/wkJjFxuvyH,1
Gara-gara WFH sepertinya bos lupa hari ini saya libur.,0
Terasa. Sebelum wfh 45kg. Selepas wfh 56kg. Hmmmmm hmmmmm hmmmmm https://t.co/tPSmLgWzks,0
ternyata gini rasanya belajar online ya. seperti kalian yg kuliah atau sekolah daring ehehe pusing bgt wak😭,0
"@ruawmen @diethingy Aduh bingung ditanyain tips, awal diet aku katering makanan sehat gtu nyoba katering diet mayo dan diet karbo yg harganya 14hari bisa sampe 500k😭 tapi berhasil 10kg di februari 2020 dari 60kg di desember 2019. Tpi sekitar maret itu mulai kuliah online jadinya naik lagi 55/56kg😭",0
"Jadii, yang bikin berat adalahh semester ini ada beberapa matkul praktek (Pemdas, Latdas). Dosen udah jelasin mekanisme mekanismenya gimana. Tapi gimana ya, kita baru kali ini kuliah praktek online, harus belajar dasar-dasar untuk terapi pasien. Udah ada di bayang-bayang alias-",0
@wanaratcutie @rxxxprchy @Pusingto_ Aku WFH rebahan mulu karena nggak zoom dan nggak ada tugas😩 semangat kalian❣,0
"@Askrlfess Untung daring, gak ada momen momen canggung di kelas WKWKWK",1
@musangbatu sama sis.. saya pun dduk wfh je smpai ckup 10 hari sbb hari tu ramai sgt org kluar masuk opis gebeng.. xsanggup rsanya,0
wong wong nde kantor podo kaget aku lek bengi sek kelas daring wkw,1
kemarin pengen wfh eh dikasi wfh beneran,1
"@IndiHomeCare Kenapa lama sekali min? Besok hari kerja, harus WFH. Apa bisa dipercepat?",0
@evodiaindica @menfesssyg kuliah online,1
@kejuejuh wfh nih,1
"Bagian Kemahasiswaan STH Indonesia Jentera menyelenggarakan Kelas Inspirasi bertajuk “Menjaga Motivasi dalam Proses Pembelajaran Daring” pada Selasa (23/2/2021) secara daring. Agenda tersebut diisi oleh Koordinator Akademik Sekolahmu, Yuni Ermaliza.

https://t.co/YvxLws5GkX",1
"@bubble97_ Padahal hutannya udah 'habis' ya, masih juga dibuka. Aku tu kasian sama hewannya, kalo lewat berita orang utan gitu 😭

Awal tahun, selama 4 minggu, gurunya piket doang, sehari cuma 2 guru. Pembelajaran full online. Baru berakhir tgl 8 feb kemaren, tp sekarang pun esde masih sepi",0
"@ErsaTriWahyuni Saya lagi bingung buk😭 Oktober kemarin saya udh wisuda, tp dosbing dan ortu menyarankan utk lanjut s2 biar dapet beasiswa freshgrad. Tp kuliah online bagi saya berat bgt. Pengennya mau kerja dulu tp sampe sekarang blm dapat kerjaan😭😭😭
Apa smt dpn sy nurut aja s2 ya, Bu?😢",0
@cursedexcalibur nggak dong besok wfh 😎,1
"@pensisruSMATN Klo saya sih sekolah mulai dari 07.15 WIB, dan berakhir pukul 11.30 WIB. Sekolah daring dilaksanakan hari Senin-Jum'at dan untuk Sabtu dilaksanakan senam via Zoom dan nobar film bersama via Zoom. Lalu dilanjutkan pengasahan minat dan bakat serta didokumentasikan kepada wali kelas",1
"Kaki skit lgi, harap2 esok dpt wfh hm",0
@O5RIKI_ prnah trus jadi ketinggalan kelas daring 😓,0
"@collegemenfess waktu kuliah offline digunain kalo telat, tapi selama daring sih gapernah",1
"Mau ngantor, tapi hujan terus pagi-pagi gini bikin ....
WFH ajalah",1
"@risahardanto @firmannara @itbofficial Klo penyebutan dlm konteks penulisan resmi adl Surakarta Mas, misal: Pemerintah Kota Surakarta. Terlepas dr itu, ada bbrp referensi online yg bs dibaca, Solo berasal dr kata 'Sala' (nama pohon) mrpkn sebutkan sebuah desa di wilayah Jateng. Surakarta, nama keraton yg menduduki.",1
WFH bisa produktif kerja kalo malem doang 🥲,1
Mendengar lagu light flame di pagi hari sambil kelas online rasanya seperti sedang daring di kerajaan Inggris 🙏,1
"Halo mutualku sayang, buat yang lagi sibuk kuliah daring atau wfh,  yukk sempetin peregangan ringan dulu biar ga kakuu, sekalian minum biar seger lagi https://t.co/9EJzsDu04J",1
puyeng bgt online mulu tp cuma balesin chat orang kantor ampe chat yg lain tenggelem mana cuma bisa pin chat 3 doang dan udah full penting semua🥲,0
@AudreyRantau Hahahaha.. Betulllll! Ais ais bebeh. 🤣🤣 Mo beli kereta tapi most of the time work from home.. Apalah tu. 🤣 Bagus send ja satu kereta dari seberang.,1
@saikoutic ihh sama dongg. Aku juga lagi aktif di HIMA sekarang cuman kepanitian luar udah gk karena online kan hahaha Sekarang udah kerja dong berarti? gimana pengalaman HIMAnya dulu?,1
"Rasanya ingin libur saja, bosen kuliah online gini2 aja rasanya:)",0
ayo twitter nya di close dan kembali ke pembelajaran daring,1
"Nama : Ardhika Daru Sueb
Ttl : disini di tempat ini, 18 februari
Cita cita semasa kecil : jadi spidermen
Hobi : mules, balesin sms pinjaman online, ngukur tiang listrik, ngecek suhu badag
Kerja : bf rent, tester kasur, pengamat tittot",0
"Ternyata awal semester aku lupa doa
""Tolong jauhkan kami dari kuliah online melalui grup facebook""
Tapi semoga grup facebooknya gak nambah...hiks😥",0
itu pacaran atau kuliah online https://t.co/pPvnFsEwJx,1
"Perbedaan WFH dan WFO, WFH absen jam 8, WFO absen jam 8 lebih sedikit 😂",1
Boss aing tudei wfh dan mo balik ke jepang kkkkk,1
"Temen kuliah sangat membagongkan sekali ya bunds 
Bikin circle 3 orang yang 1 kaya ga mau temenan sama aku yaampun kaya salah aja gitu akunya astaga pingin keluar dari lingkaran itu kalau udah ga online class bye",0
Hidup wfh 💪🏻,1
Kerjaan WFH ada kaleee,1
LOWONGAN KERJA ONLINE 2-3jt perbulan  https://t.co/F3V2qdYplc  :),1
"WFH shift malem. Air masuk rumah. Mati lampu. Batere laptop low. Hp juga lowbatt. Modem juga lowbatt.

Mantap lah pokona ieu teh https://t.co/uN0mgfnpdj",0
Gokil sih wkwkw mengurangi biaya pendidikan.. setuju wkwkw bagi yang ngerasa kuliah tpi online itu kemahalan.  Bisa pake alternative ini.. https://t.co/MehJ36nlVN,1
@collegemenfess Dukanya itu sering clueless karena kan ga di kantor dan ga interaksi langsung sama spv-nya (tp ini bergantung company-nya ya) dan ga terlalu dapet relasi karena cuma online jd chat antara org ke org dalam tim-nya jg cuma sepentingnya aja,0
@subtanyarl sebelum wfh palingan 60gb. gua bingung ada aja uangnya buat beli paketan sebanyak itu wkwk apalagi pas sma,1
"Punya adek, saudara, atau kalian sendiri butuh bimbingan belajar. Aku buka jasa les online SD kelas 1-6 semua mapel, bisa melalui vc wa/google meeting. Bisa bantu ngerjain tugas kalian sampe paham. Tarif : 15.000-25.000/jam boleh ajak temennya juga tarif tetap sama. Minat?dm ya,!",1
"@Titokk_ setan said ""chelsea butuh dukunganmu, sdh tdk apa kuliah msh online bs ditinggal tidur""",1
"Bagaimana  cara Sobat Motovaganza menghabiskan waktu bersama motor kesayangan selama Work From Home? Ada yang begini gak? Coba mention dan tag @motovaganza!

.

Source : 2wheels_planet https://t.co/PJHjrC874c",1
"@gupigulfy Hey kei 
Have a good day ya. 
Lagi daring / kuliah or others? 
Susu na ya 🐻",1
Ternyata penting banget ada vitual konseling pas kuliah daring https://t.co/S3NW3eMT0E,1
"terus ada kuliah online sama offline, okesiipp 👍 https://t.co/HhymLo6F0M",0
@collegemenfess susah banget apa² aku yang harus mikir bukannya bantu terus semenjak daring gini kelasku kegabung dgn kelas lain jadinya susah buat kelompok yang bisa diajak kerja sama😔,0
@gedepartamayasa @BiznetHome Hehe gara2 sering WFH de 😅,0
"Mo sambat aja gais terserah mo dibaca apa ngga wkwk. Jadi, satu circle ku kan banyakan yg pkl wfo tapi aku wfh. Tiap hari tu mereka nyeritain ttg pkl mereka yg wfo. Aku tuh jadi iri sekaligus insecure krn kalo wfh pengalamannya dikit kan. Jadi, sering sebel gitu kalo mereka crita",0
@karirfess worth it bgt apalagi wfh,1
"@arirangitem @quokkaziii @collegemenfess nah iya aku pake cara ini, walaupun pas daring sebenarnya kebantu dengan adanya fitur record. coret2 ga cuma ngebantu catatan, tapi misal pas ditengah kelas tiba2 ditanya dosen tentang materi yang barusan dijelasin ga kelabakan jawabnya",1
"@EXOfanfess Doain aja aku cepet lulus nder, skrg juga lagi nyari² kerja mumpung kuliah masih daring biar bisa ngurangin beban keluarga, dan yg pasti pgn punya uang sendiri aja biar enak:') doain nder",1
"@hanifah1924 Padahal pembelajaran jarak jauh nggak harus daring kok. Guru/sekolah harus melihat kemampuan siswa dan mencari model pembelajaran apa yg tepat bagi siswa. Jadi, siswa satu dgn uh lain bisa beda2 model pembelajaran jarak jauhnya.",1
"gimana sih caranya bagi waktu sekolah daring, kegiatan di rumah, sama persiapan buat kelas 12, serius nanya",1
"@KoleksiGadis Situs Judi Online Terbaik
Itupoker - Situs Judi Kartu Online Terbesar dan Terpercaya di Indonesia

* BONUS CASHBACK 0.3%
* BONUS REFERRAL 20% SEUMUR HIDUP
* LAYANAN CUSTOMER SERVICE 24 JAM
* PRESENTASE KEMENANGAN PALING TINGGI

Pusat Bantuan ituPoker
https://t.co/895JlukUyu",0
"Terobosan2 divisi marketing @BaliUtd emang cakep sih.. Fresh n out of the box, market tetep kena dan jelas. Pengen berguru deh.. Buka kelas online min @BaliUtd 😁",1
@CatraSamoedro Behahahaha ... WFH kan unlimited time ya gak sih?,1
"Content Marketing product Snaccky untuk pelajar kelas online yang selalu mengantuk time kelas.

Anda yang mana satu?
[Thread] https://t.co/AflWplUgRB",1
"KPP Pratama Makassar Utara mengadakan kelas pajak online,setiap hari selasa s.d kamis,
KPP Pratama Makassar Utara juga punya nomor untuk kawan pajak gunakan sebagai saluran konsultasi langsung
#makassarutaratangguh
#djpkuat
#indonesiamaju
https://t.co/zrmstjA2sU",1
"Makasih teman-teman kelas 12 meskipun sekolah dengan metode daring tapi ttp lumayan berkesan.
........
-meskipun gak pernah tatap muka
-meskipun gak menikmati kelas ber-AC
-meskipun gak jadi studytour ke bali
Tapi kita harus bersyukur
.........
SNM/SBM 2021 AMINN
.........
Q.E.D https://t.co/9h1ej5zCId",1
"@subtanyarl Salah. Gue anak keempat. Adik gue bontot. Gue yg ngebabu sambil ngajar online dan kuliah online, dianya mah ngelayap.",1
Hiya hiya.. ada tugas negara lagi di tengah tengah wfh ku 🤣🤣,1
"@daytroit Aku dlu wfh juga suka tidur tp tidurnya beban gitu loh ga nyenyak bntar2 kebangun ngecek hp Ujung2nya pusing :"")",0
@lafilledautom Iya dukung akuu kita harus menghasut orang buat pilih kuliah online di mk kuljar 😍,1
Kalian udah pada jenuh banget sama sekolah/kuliah daring ga sih?😢,0
"@acep_spdn So pasti kak, semangat yah, WFH juga ga nih kak? 😃#LoveBukabantuan",1
"Guru/dosen yg harus melek teknologi dan nyiapin bahan kelas online. Props to you all for coping and growing 🥺 sehat terus, dunia pendidikan",0
"Kemudahan Layanan Online Single Submission (OSS) https://t.co/XEYvXiHD0N
#valentinesday2021 https://t.co/L6n6bealxn",1
@JUALAN_BASE Niatan dari diri sendiri buat tambahan uang jajan supaya bisa main atau beli makanan yang aku mau. Awalnya gitu sih . Lama2  bisnis online jadi asik bgt dan Alhamdulillah bisa sampe bayar ukt kuliah sendiri sekarang dan bantu orang tua juga.,1
"@chezyy_v Kak Aisyah, setelah di cek di nomor Internet berakhiran 188 layanan terpantau normal dan dalam status online. Namun saat ini terhubung dengan 6 device. Maul sarankan bisa mengurangi device yg terhubung sesuai dengan paket kecepatan yg digunakan. Terima kasih -Maul",1
"pas banget lagi ngunyah, tiba2 hp bunyi. concall teroos lah bor sampe gumoh, males kadang kalo wfh.",0
"kelas gue wktu belom online, ngopi dikelas pake kompor camping, bawa mic karoke, jbl tiada henti, langganan bk hingga kini",1
"SKB Tiga Menteri Liberalkan Generasihttps://www.trenopini.com/2021/02/skb-tiga-menteri-liberalkan-generasi.html?m=1
.
Di tengah kekisruhan pembelajaran daring selama pandemi, pemerintah justru mengeluarkan kebijakan yang tidak berkaitan dengan penyelesaian masalah. Alih-alih sig https://t.co/KIh0vK0bFZ",1
